Doctor_English,Patient_Yoruba,Clinical_Translation_English,diacritic_risk
Have you had any episodes of your heart suddenly stopping and needing resuscitation that you know of?,"Ọdún kan sẹ́yìn, mo ṣubú ní ọjà. Àwọn ènìyàn tẹ àyà mi. A gbé mi wọ ilé ìwòsàn pẹ̀lú àwọn ẹrọ àti a fún mi ní ìgbọ̀ọ̀rọ̀.","Cardiac arrest survivor with external defibrillation and ambulance transport one year ago, requiring implantable cardioverter-defibrillator assessment, electrophysiology study for arrhythmia characterisation, and formal cardiac rehabilitation programme enrolment.",LOW
Is the rash on your palms and soles as well as on the rest of your body?,"Bẹ́ẹ̀ ni, àpá náà wà lórí àtẹ̀lẹ ọwọ́ mi àti àtẹ̀lẹ ẹsẹ̀ mi pẹ̀lú. Kì í ṣe nínú ẹnu mi.","Palmoplantar involvement of a rash is a distinctive distribution occurring in secondary syphilis, reactive arthritis, hand-foot-and-mouth disease, and erythema multiforme, each requiring distinct investigation and management.",LOW
"Is the weakness affecting the muscles closer to your body, like your hips and shoulders, or the ones further away like your hands and feet?",Ìbàdí mi àti èjìká mi ni ó ń ṣe mí ìṣòro jù. Mo ń rí ìṣòro láti dìde àga àti gbé ọwọ́ mi ga. Ọwọ́ mi fúnrararẹ̀ ṣiṣẹ́ dáradára.,"Proximal myopathy with preserved distal function, the pattern of inflammatory myopathy such as polymyositis, dermatomyositis, or metabolic myopathy from hypothyroidism or statin use, distinguished from distal weakness of peripheral neuropathy.",LOW
Have you been having any difficulty passing urine since your prostate surgery?,"Lẹ́yìn iṣẹ́ abẹ prọ́stetì mi ní ọdún méjì sẹ́yìn, ito mi di àìtó. Mo ń ṣe ito ní tá tá tá pẹ̀lú ìgbọ̀. Ó ti ń burú sí i.",Post-prostatectomy urinary symptoms indicating possible urethral stricture or sphincter weakness requiring uroflowmetry and urology review.,LOW
Have you been discharged from hospital before and then had to come back within a few days for the same problem?,"Wọ́n jí mi kúrò ní ilé ìwòsàn ní ọjọ́ mẹ́ta sẹ́yìn. Irora mi kò parí, àti báyìí ó ti le sí i. Mo wá padà.","Unplanned readmission within three days of discharge with worsening of the original presenting complaint, indicating premature discharge or inadequate treatment, requiring root cause analysis of the discharge decision and escalated management of the current presentation.",LOW
Do you have any sores or ulcers in your mouth that have not healed after two weeks?,"Ọgbẹ́ kan wà nínú ẹnu mi fún ọjọ́ mẹ́ẹ̀ẹ́dọ́gbọ̀n. Kò ń dùn, kò ń sàn, kò sì ti yí padà ní àwọ̀.","Non-healing painless oral ulcer of twenty-five days duration without colour change, exceeding the two-week threshold that mandates urgent biopsy to exclude oral squamous cell carcinoma, a condition with increased prevalence in tobacco and alcohol users.",LOW
"Has the child had an eye test at school, and were they told they need glasses or that one eye is lazy?",Ìdánwò ojú ní ilé ẹ̀kọ́ fihàn pé ojú ọsì ọmọ mi àìlera. Wọ́n fún wa ní lẹ́tà ṣùgbọ́n a kò lọ dọ́kítà ojú.,"School vision screening identifying unilateral visual impairment with failure to attend ophthalmological follow-up, creating risk for amblyopia from untreated refractive error, strabismus, or anisometropia during the critical developmental window requiring immediate orthoptic assessment.",LOW
"Have you noticed that your legs are different sizes, with one being significantly more swollen than the other?","Ẹsẹ̀ ọ̀tún mi ti wú síwájú sí i ju ẹsẹ̀ òsì lọ. Ó bẹ̀rẹ̀ lẹ́yìn ìrìn-àjò gígùn, ó sì ń dùn nígbà tí a bá tẹ̀ ẹ́.","Asymmetric lower limb oedema with unilateral right-sided swelling, tenderness, and post-travel onset, constituting a classic presentation of deep vein thrombosis requiring urgent compression ultrasound and anticoagulation assessment.",LOW
"Have you ever had an ECG or heart tracing done, and were you told anything was abnormal?",A ṣe ìdánwò ọkàn mi ní ọdún méjì sẹ́yìn. Dọ́kítà sọ pé nǹkan kan wà tó yàtọ̀ ṣùgbọ́n kò ṣàlàyé rẹ̀ dáradára fún mi.,"Abnormal electrocardiogram finding two years prior with inadequate patient explanation, representing a missed opportunity for cardiac risk stratification and requiring immediate repeat ECG and cardiology review.",LOW
"Have you been having any problems with your feet, such as sores, thickened nails, or difficulty cutting them?","Ẹsẹ̀ mi ń dùn nítorí àwọn àgàdo tó ga. Ìlà ẹsẹ̀ mi pọ̀ àti kúnjú, mo sì kò lè gé wọn mọ́ nítorí ojú mi kò ríran.","Diabetic or geriatric foot complications including corns, onychomycosis, and inability to perform self-nail care due to visual impairment, creating a significant infection risk requiring podiatric assessment and diabetic foot surveillance.",LOW
"Have you been experiencing any hot flushes, vaginal dryness, or difficulty sleeping since your periods stopped?","Lẹ́yìn tí oṣù mi dáwọ̀ wáyé ní ọdún kan sẹ́yìn, ìgbóná ń wáyé fún mi ní ìgbà-ìgbà, ìbò mi ti gbẹ, àti sùn mi ti ṣòro.","Postmenopausal vasomotor symptoms with genitourinary syndrome of menopause including vaginal atrophy and insomnia, requiring hormone replacement therapy discussion including risks and benefits in the context of the patient's individual cardiovascular and breast cancer risk profile.",LOW
"Do you feel your heart racing or skipping beats, and does it start and stop suddenly?","Ọkàn mi máa ń lu yára yára lójijì, lẹ́yìn náà ó máa ń dáwọ lójijì pẹ̀lú. Ó ń jẹ mí lójú nígbà tí ó bá ń ṣẹlẹ̀.","Paroxysmal palpitations with sudden onset and termination associated with presyncope, consistent with a re-entrant supraventricular tachycardia or paroxysmal atrial fibrillation requiring Holter monitoring.",LOW
Have you been having any symptoms of anaemia such as tiredness and shortness of breath on walking?,Mo ń rẹ̀ pupọ̀ àti mí mi ń kúrú nígbà tí mo bá rìn ìjìnnà kéékèéké. Ó ti ń burú sí i fún oṣù méjì. Ojú mi pẹ̀lú di funfun.,"Anaemia triad of fatigue, exertional dyspnoea, and pallor requiring urgent full blood count with indices to differentiate iron deficiency, B12 deficiency, haemolytic, and chronic disease anaemia.",LOW
"Have you noticed any changes in your vulval skin — itching, thickening, or white discolouration?",Awọ ara ní àgbègbè ìbò mi ti yí padà si funfun àti kúnjú. Ín-ín ń ṣe mí lọ́pọ̀lọpọ̀ tó mú kí n gbá ara mi.,"Vulval skin changes with leucoplakia and thickening causing intractable pruritus, consistent with lichen sclerosus — a condition associated with vulval squamous cell carcinoma risk — requiring vulvoscopy, biopsy, and potent topical corticosteroid treatment.",LOW
"Have you been experiencing any urinary leakage when you cough, sneeze, or laugh?","Nígbà tí mo bá gbẹ ikọ́ tàbí rẹ́rìn-ín, ito máa ń jáde díẹ̀ láìsí ìfẹ́ mi. Ó ń jẹ ẹlẹ́yà mi àti mo ń yẹra fún àwọn ẹlòmíràn.","Stress urinary incontinence with social withdrawal due to embarrassment, a common but under-reported condition in elderly and parous women, requiring pelvic floor physiotherapy assessment and consideration of surgical intervention if conservative measures fail.",LOW
"Is the child breathing at all, and what colour are their lips right now?","Ọmọ náà ń mí, ṣùgbọ́n ète rẹ̀ ti di bíi àwọ̀ búlúù. Mímí rẹ̀ ń gbóná àti ó ń ṣe ìró àjèjì.","Cyanotic infant with laboured respirations and stridor indicating critical upper airway obstruction or severe respiratory failure, requiring immediate airway positioning, oxygen delivery, and paediatric emergency team activation.",LOW
"Are you currently taking any vitamin supplements, herbal preparations, or iron tablets?","Mo ń mu ìrọ̀bí irin tí dọ́kítà ìbímọ fún mi, ṣùgbọ́n mo ti dáwọ̀ mu dúró nítorí ó ń mú inú mi ṣòro. Mo tún mu àgbo tí ìyá mi ṣe.","Self-discontinued prescribed iron supplementation due to gastrointestinal side effects with concurrent traditional herbal preparation use, creating risk for iron deficiency anaemia in pregnancy and potential drug-herb interactions.",LOW
Does the symptom have any relationship to what you have been eating or drinking in the previous twenty-four hours?,"Nígbà tí mo bá jẹ ẹyin tàbí ẹpa, ikùn mi ń ṣe mí ìṣòro ní ọjọ́ tó tẹ̀le. Ó ń ṣẹlẹ̀ gbogbo ìgbà tí mo jẹ wọn.","Reproducible gastrointestinal symptoms following egg and peanut ingestion indicating probable IgE-mediated food allergy or food intolerance, requiring skin prick testing, specific IgE measurement, and supervised food challenge under allergy specialist guidance.",LOW
"Have you ever had a serious infection after a medical procedure, such as wound infection or sepsis?","Lẹ́yìn iṣẹ́ abẹ ìdọ̀tí mi ní ọdún méjì sẹ́yìn, ọgbẹ́ mi ń jẹ̀ ẹjẹ̀ fún ọ̀sẹ̀ méjì. Wọ́n sọ pé ó jẹ́ àkóràn. A gbé mi wọ ilé ìwòsàn padà.","Post-operative wound infection requiring readmission following a previous abdominal procedure, a relevant surgical history indicating possible methicillin-resistant organism colonisation, immunodeficiency, or diabetes as risk factors requiring MRSA screening before planned surgery.",LOW
"Have you been involved in any workplace accidents or injuries, and were they reported formally?",Mo gba ọgbẹ́ lórí iṣẹ́ ní oṣù méjì sẹ́yìn nígbà tí ẹrọ kan fi ọwọ́ mi pẹ̀ mọ́. A kò ṣe ìjábọ̀ rẹ̀ nítorí olórí iṣẹ́ mi sọ pé kò pọ̀.,"Unreported machinery-related hand crush injury two months ago at employer's direction, indicating a workplace safety violation, potential medico-legal implications, and the patient's right to formal incident reporting and workers' compensation assessment.",LOW
"Have you ever been admitted to a psychiatric ward, and did you find the experience helpful or harmful?",Mo wọ ilé ìwòsàn ọpọlọ lẹ́ẹ̀kan ní ọdún mẹ́ta sẹ́yìn. Mo gbà pé ó ràn mí lọ́wọ́ ṣùgbọ́n ìrírí náà ń ṣe mí ìbànújẹ́ nígbà tí mo bá rò nípa rẹ̀.,"Prior inpatient psychiatric admission experienced as helpful but traumatic, relevant to current treatment planning as prior admission may create a barrier to accepting voluntary inpatient care if needed, requiring trauma-informed approach to psychiatric management.",LOW
"Has a community health worker visited your home recently, and what advice did they give you?",Àṣìṣọ ìlera abúlé wá ilé wa ní oṣù mẹ́ta sẹ́yìn. Ó sọ̀rọ̀ nípa ìwẹ̀ ọwọ́ àti jíjẹ oúnjẹ tó dára. Mi ò tẹ̀lé ìmọ̀ wọn pátápátá.,"Community health worker visit with hygiene and nutrition counselling three months ago with partial adherence, indicating ongoing risk and the value of follow-up reinforcement visits to consolidate behaviour change in the household.",LOW
"Has your child been given any assistive devices for their disability, such as a wheelchair or hearing aids?",A fún ọmọ mi ní kẹ̀kẹ̀ àtọwọ́dọwọ́ ṣùgbọ́n ó ti fọ́ fún oṣù mẹ́fà. Ilé ẹ̀kọ́ rẹ̀ kò ní àyè fún ọmọ tó ń lo kẹ̀kẹ̀.,"Broken wheelchair for six months in a child with a physical disability attending a school without accessible infrastructure, indicating failure of assistive device maintenance and the intersection of disability with educational access barriers requiring urgent disability services intervention.",LOW
"Have you been receiving any home visits from a nurse or healthcare worker, and has this been helpful?",Nọ̀ọ̀sì abúlé máa ń wá ilé mi lẹ́ẹ̀mẹ́ta ní oṣù. O máa ń ṣe àyẹ̀wò àti fún mi ní ìmọ̀. Ó ràn mí lọ́wọ̀ gan-an ṣùgbọ́n ó ti dáwọ̀ wá fún oṣù méjì.,"Community nursing visits discontinued for two months with patient finding them valuable, representing a gap in community care continuity for a housebound or complex patient requiring service restoration referral and community matron involvement.",LOW
"How long have you been trying to conceive, and have you had any investigations done?",A ti ń gbìyànjú láti bí ọmọ fún ọdún méjì láìsí àṣeyọrí. A ti ṣe ìdánwò díẹ̀ ṣùgbọ́n a kò ti gba àbájáde.,"Primary infertility for two years with incomplete investigation workup, warranting a systematic evaluation including ovarian reserve testing, semen analysis, tubal patency assessment, and thyroid function.",LOW
"Have you had any unusual bleeding from your gums, nose, or into your skin in the form of bruises?","Ẹjẹ̀ ń jáde nínú imu mi ní ìgbà-ìgbà, ẹ̀jẹ̀ tún ń jáde nínú eyín mi nígbà tí mo bá jẹun. Mo tún ní àwọn ọgbẹ́ aró tó pọ̀ lára mi.","Multi-site spontaneous bleeding including epistaxis, gingival haemorrhage, and extensive ecchymoses forming a haemorrhagic diathesis, raising urgent concern for thrombocytopaenia, coagulation factor deficiency, or disseminated intravascular coagulation.",LOW
