"Doctor_English","Patient_Yoruba","Clinical_Translation_English"
"Have you been told you need an operation, but you have been unable to have it done due to cost?","Dọ́kítà sọ fún mi pé kí wọ́n ṣe iṣẹ́ abẹ ìdì mi fún ọdún kan sẹ́yìn. Mi ò ní owó, a sì kò tíì ṣe rẹ̀.","One-year delay in recommended inguinal hernia repair due to financial constraints, with increasing risk of hernia incarceration or strangulation — a surgical emergency — illustrating the direct impact of healthcare cost barriers on clinical outcomes."
"Do you know your HIV status, and when were you last tested if you have been tested before?","Mo ṣe ìdánwò HIV nígbà tí mo ń lóyún ọdún mẹ́ta sẹ́yìn, àbájáde rẹ̀ sálòdì. Lẹ́yìn náà mi ò tíì ṣe ìdánwò mọ́.","Last HIV test three years ago in the antenatal context with a negative result, with no subsequent retesting despite ongoing potential exposure risk, warranting a current fourth-generation HIV test and counselling on regular testing intervals."
"Have you noticed any lump in your breast that was not there before, and does it move freely or feel fixed?","Mo rí èso kan nínú ọmú òsì mi ní oṣù kan sẹ́yìn nígbà tí mo ń wẹ̀. Kò ń dùn, ó sì dì, mi ò lè jí i.","A painless, fixed breast lump of one month duration is a red flag for malignancy, distinguishing it from the mobile, tender lumps of fibroadenoma, and mandating urgent triple assessment with clinical examination, imaging, and core biopsy."
"Have you lost weight without trying, and have you been feeling full very quickly after eating just a small amount?","Mo ti tẹ̀nìí ní oṣù mẹ́ta láìgbìyànjú. Mo sì máa ń yó lẹ́sẹ̀kẹsẹ̀ lẹ́yìn jíjẹ ohun díẹ̀ péré.","Unintentional weight loss over three months with early satiety, a symptom complex raising strong concern for upper gastrointestinal malignancy including gastric or pancreatic cancer, requiring urgent upper endoscopy and cross-sectional imaging."
"Have you noticed any change in a mole — has it grown, changed colour, or started bleeding?","Ìwọ̀ dúdú tó wà lórí ẹ̀gbẹ́ ẹ̀hin mi ti pọ̀ sí i àti yí padà sí àwọ̀ onírúurú ní oṣù mẹ́fà. Mo rí ẹjẹ̀ kéékèéké lẹ́ẹ̀kan.","Changing pigmented lesion with growth, colour variegation, and a bleeding episode over six months, fulfilling multiple ABCDE criteria for melanoma and requiring urgent excision biopsy and dermatology referral."
"Have you had any difficulty passing urine, blood in your urine, or bone pain, particularly in your back?","Ito mi di díẹ̀ àti irora ń wáyé nígbà tí mo bá ń ṣe. Mo tún ní irora ẹ̀hin tó máa ń burú ní alẹ́ fún oṣù mẹ́fà.","Lower urinary tract obstruction with haematuria and nocturnal axial bone pain in an older male patient, the triad of advanced prostate cancer with possible skeletal metastases requiring PSA testing, digital rectal examination, and bone scan."
"Has anyone in your family had bowel cancer, and have you ever had a colonoscopy?","Ẹ̀gbọ́n mi kú nítorí àrùn jẹjẹrẹ ìfun ní ọjọ́-orí àádọ́ta. Mi ò tíì ṣe ìdánwò ìfun rárá rí.","First-degree family history of colorectal cancer with early onset death, placing the patient in a high-risk category requiring colonoscopy at least ten years before the age of the affected relative's diagnosis, which should have been initiated already."
"Have you noticed any hoarseness in your voice lasting more than three weeks without a cold?","Ohùn mi ti yí padà, di bíi ẹni tó ń ṣàìsàn ní ọfun fún ọ̀sẹ̀ mẹ́fà, ṣùgbọ́n kò sí otutu tàbí ikọ́.","Persistent hoarseness of six weeks duration without upper respiratory infection, a red flag symptom for laryngeal carcinoma particularly in tobacco users requiring urgent direct laryngoscopy and ENT assessment."
"Have you been experiencing any difficulty passing stool, or alternating between constipation and diarrhoea?","Ìgbẹ́ mi ti yí padà ní oṣù mẹ́fà. Ní ìgbà-ìgbà mo ní àìgbẹ́, lẹ́yìn náà ìgbẹ́ gbuuru máa ń tẹ̀lé.","Altered bowel habit with alternating constipation and diarrhoea persisting over six months in a middle-aged patient, a red flag symptom for colorectal carcinoma requiring urgent colonoscopy regardless of the absence of rectal bleeding."
"Have you noticed any swelling or lump in your neck that has been there for more than four weeks?","Èso kan wà ní ẹ̀gbẹ́ ọrùn mi ọ̀tún fún oṣù méjì. Kò ń dùn. Wọ́n fun mi ní oògùn àkóràn ṣùgbọ́n kò lọ.","Persistent cervical lymphadenopathy for two months unresponsive to antibiotic therapy, exceeding the four-week threshold warranting urgent biopsy to exclude lymphoma, metastatic squamous cell carcinoma, or tuberculosis."
"Have you had any unexplained bone fractures or severe bone pain that woke you from sleep?","Ẹsẹ̀ ìhà àyà mi ya lẹ́yìn ìjàǹbá kéékèéké. Mo tún ní irora ẹ̀hin tó máa ń jí mi ní àárọ̀ alẹ́.","Pathological rib fracture from minimal trauma with nocturnal axial bone pain in a patient over fifty, raising significant concern for multiple myeloma or skeletal metastases requiring full blood count, serum protein electrophoresis, and skeletal survey."
"Have you noticed any blood in your phlegm when you cough, even just a small streak, for more than one week?","Mo ti rí ẹjẹ̀ pupa nínú ìtọ́ ikọ́ mi fún ọ̀sẹ̀ méjì. Ó kéré ṣùgbọ́n ó máa ń wáyé ní gbogbo ọjọ́.","Daily haemoptysis for two weeks in a patient with smoking history, a red flag for bronchogenic carcinoma requiring urgent chest CT, sputum cytology, and bronchoscopy regardless of the small volume of blood."
"Have you noticed any change in your bowel habits alongside mucus in your stool without blood?","Ìgbẹ́ mi ti yí padà, omi líle àti bíi ìró omi ń jáde papọ̀ pẹ̀lú rẹ̀. Mo rí ìyẹn fún oṣù mẹ́ta.","Altered stool consistency with mucus discharge for three months, while blood-free, may indicate a colorectal villous adenoma, mucous fistula, or early colorectal malignancy requiring colonoscopic evaluation."
"Have you had any unexplained itching all over your body without any visible rash?","Ìmọ̀ ara mi ń ṣe mí gbogbo ara fún oṣù mẹ́fà. Mi ò rí àpá tàbí àmì kankan lórí ara mi. Ó máa ń burú ní alẹ́.","Generalised pruritus without a primary skin lesion for six months with nocturnal predominance, a paraneoplastic phenomenon associated with Hodgkin's lymphoma, polycythaemia vera, or cholestasis requiring haematological and hepatic evaluation."
"Have you been feeling very shaky, sweaty, and confused before meals, and does eating immediately help?","Ṣáájú oúnjẹ ọjọ́-ọjọ́, mo máa ń gbọn àti ríru. Inú mi di àásìkí díẹ̀. Nígbà tí mo bá jẹ, gbogbo rẹ̀ máa ń dára lẹ́sẹ̀kẹsẹ̀.","Pre-prandial autonomic and neuroglycopaenic symptoms with immediate resolution on food intake, the classic presentation of reactive hypoglycaemia requiring a supervised seventy-two hour fast and insulin-to-glucose ratio measurement to exclude insulinoma."
"Have you noticed any hair loss from your eyebrows or outer part of your eyelashes?","Ìbọ̀sí oju mi àti irun ìhà ìmọ̀lẹ̀ ojú mi ti bẹ̀rẹ̀ sí dínkù. Ó bẹ̀rẹ̀ ní ìhà ìmọ̀lẹ̀ ẹ̀gbẹ́ ojú mi.","Lateral eyebrow thinning with loss of the outer third of the eyelashes, a specific clinical sign of hypothyroidism known as Queen Anne's sign, strongly supporting thyroid hormone deficiency requiring TSH and free T4 measurement."
"Have you been experiencing excessive sweating, heat intolerance, and a fast heartbeat together?","Mo ń gbó lọ́pọ̀lọpọ̀ paápàá nígbà tí ojú ọjọ́ kò gbóná. Ọkàn mi lu yára, àti mi ò farada ìgbóná.","Heat intolerance with diaphoresis and tachycardia constituting the adrenergic triad of hyperthyroidism, requiring urgent thyroid function tests including TSH, free T4, and free T3, with electrocardiographic monitoring for atrial fibrillation."
"Have you noticed any change in your face shape, particularly enlargement of your jaw, nose, or hands?","Àwọn ọ̀rẹ́ mi sọ pé ojú mi ti yí padà, ẹrẹ̀kẹ́ mi ti pọ̀ sí i. Orúkọ àti ọwọ́ mi tún dabi pé wọ́n pọ̀ ju ìgbà àárọ̀ lọ.","Progressive facial coarsening with jaw, nasal, and hand enlargement noted by close contacts, the insidious clinical manifestations of acromegaly secondary to growth hormone excess from a pituitary adenoma, requiring IGF-1 measurement and pituitary MRI."
"Have you been experiencing episodes of very high blood pressure, sweating, and pounding headache together?","Ní ìgbà-ìgbà, orí mi máa ń fọ̀ gan-an, ara mi ń gbó, àti ọkàn mi ń lu yára yára papọ̀. Ó máa ń pẹ́ fún ìṣẹ́jú díẹ̀.","Episodic hypertensive crises with diaphoresis and pounding headache forming the classic triad of phaeochromocytoma, requiring twenty-four hour urinary catecholamine and metanephrine measurement and adrenal imaging."
"Have you been gaining weight specifically around your abdomen with thin arms and legs?","Ikùn mi àti ìhà àyà mi ń pọ̀ sí i ṣùgbọ́n apá àti ẹsẹ̀ mi di tínrín. Awọ ara mi tún ti di tinrín àti dídán.","Central adiposity with peripheral muscle wasting and skin thinning constituting a cushingoid distribution, raising concern for Cushing's syndrome requiring midnight cortisol, twenty-four hour urinary free cortisol, and dexamethasone suppression testing."
"Have you been passing very large volumes of urine, more than three litres a day, and drinking enormous amounts?","Mo ń ṣe ito tó pọ̀ gan-an ní gbogbo ọjọ́. Mo máa ń jí dìde lẹ́ẹ̀mẹ́fà ní alẹ́ láti ṣe ito. Omi tún kò tó mí.","Massive polyuria with nocturia six times per night and polydipsia unrelieved by drinking, indicating diabetes insipidus rather than diabetes mellitus, requiring simultaneous plasma and urine osmolality measurement and a water deprivation test."
"Have you noticed any purple or reddish stretch marks on your abdomen, thighs, or upper arms?","Ọgbẹ́ aṣọ pupa-olódi wà lórí ikùn mi, ìdí mi, àti àpá mi ìsàlẹ̀. Wọ́n dín ṣùgbọ́n wọ́n ti wà fún oṣù mẹ́fà.","Wide violaceous striae on the abdomen, thighs, and upper arms, distinguishing Cushing's syndrome from simple obesity where striae are typically narrow, white, and less conspicuous, and requiring urgent endocrine evaluation."
"Have you been told your parathyroid hormone or calcium level is abnormal on a blood test?","Dọ́kítà sọ pé kálsíọ̀mù nínú ẹjẹ̀ mi ga fún ọdún kan. Ó fún mi ní omi láti mu ọ̀pọ̀lọpọ̀ ṣùgbọ́n kò sọ fún mi ìdí rẹ̀.","Asymptomatic hypercalcaemia identified one year ago without investigation of the aetiology, the most common cause of which is primary hyperparathyroidism, requiring parathyroid hormone measurement, neck ultrasound, and renal function assessment."
"Have you noticed any skin changes such as increased pigmentation in the creases of your hands or in scars?","Àwọn ìpò ọwọ́ mi ti di dúdú síwájú sí i, pàápàá ní àwọn ìpín. Ọgbẹ́ iṣẹ́ abẹ mi tún ti di dúdú.","Hyperpigmentation of the palmar creases and surgical scars indicating increased ACTH drive stimulating melanocyte receptors, the characteristic cutaneous sign of primary adrenal insufficiency requiring an urgent short Synacthen test."
"Have you been having thoughts that people are watching you, following you, or trying to harm you?","Mo gbà gbọ́ pé àwọn ènìyàn ń tẹ̀lé mi nígbà tí mo bá jáde lọ. Mo rí wọn ní gbogbo ibi. Àwọn ẹbí mi sọ pé ohun mi ń fọ.","Persecutory delusions with ideas of reference and family-confirmed behavioural change, indicating a psychotic disorder such as paranoid schizophrenia or a delusional disorder requiring urgent psychiatric assessment and antipsychotic therapy."
"Have you been feeling that your thoughts are being controlled by an outside force or broadcast to others?","Ní ìgbà-ìgbà, mo gbà gbọ́ pé ẹnì kan ń fi agbára rẹ̀ ṣakóso ìrọ̀lẹ́ mi. Mo tún gbà pé àwọn ènìyàn mìíràn lè gbọ́ ohun tí mo ń rò.","First rank symptoms of schizophrenia comprising thought insertion and thought broadcasting, pathognomonic of a primary psychotic disorder requiring urgent psychiatric assessment, risk evaluation, and initiation of antipsychotic therapy."
"Have you ever harmed yourself deliberately, such as cutting or burning your skin?","Bẹ́ẹ̀ ni, ní ìgbà-ìgbà mo máa ń gé ara mi ní apá mi nígbà tí inú mi bá bí mi gan-an. Ó ń mú mi sinmi fún ìgbà díẹ̀.","Non-suicidal self-injury through cutting as an emotional regulation strategy, indicating significant psychological distress and requiring dialectical behaviour therapy assessment, alongside risk stratification to exclude suicidal intent."
